,Date of sale,Address,Price,No. rooms,Living area,Plot size
315, 8 juni 2018,Gräsgången 6, 5300000kr,7rum,"('52', '')",1024m² 
316, 7 juni 2018,Gategården 260, 4650000kr,3rum,"('104', '')",1745m² 
317, 6 juni 2018,Brunnefjäll 110, 2400000kr,4rum,"('47', '')",993m² 
318, 5 juni 2018,Sandvik 110, 3400000kr,5rum,"('80', '80')",939m² 
319, 4 juni 2018,Galeasgatan 15, 1700000kr,4rum,"('59', '13')",885m² 
320, 3 juni 2018,Fasanstigen 8, 4200000kr,5rum,"('115', '85')",2750m² 
321, 2 juni 2018,Brunnefjäll 190, 2270000kr,6rum,"('141', '')",743m² 
322, 2 juni 2018,Enekullsvägen 32, 3720000kr,6rum,"('44', '')",1380m² 
323, 1 juni 2018,Dannemarksgatan 39, 4700000kr,4rum,"('80', '')",2678m² 
324, 31 maj 2018,Byvägen 22, 1500000kr,3rum,"('128', '')",2207m² 
325, 31 maj 2018,Rådmansgatan 4, 5200000kr,4rum,"('70', '60')",875m² 
326, 30 maj 2018,Bäck 250, 4675000kr,4rum,"('148', '')",1091m² 
327, 30 maj 2018,Rubinvägen 29, 3550000kr,5rum,"('185', '34')",5170m² 
328, 29 maj 2018,Bokvägen 5, 1500000kr,4rum,"('155', '')",250m² 
329, 25 maj 2018,Lerskärsvägen 18, 11000000kr,5rum,"('55', '5')",55368m² 
330, 25 maj 2018,Bremnäs 510, 4500000kr,6rum,"('58', '15')",1503m² 
331, 24 maj 2018,Rådalsvägen 18, 3910000kr,5rum,"('125', '10')",514m² 
332, 22 maj 2018,Hövdingagatan 3, 2215000kr,5rum,"('110', '65')",2337m² 
333, 22 maj 2018,Enekullsvägen 24, 4750000kr,5rum,"('165', '58')",2124m² 
334, 22 maj 2018,Bärnstensvägen 9, 6225000kr,4rum,"('125', '')",998m² 
335, 17 maj 2018,Skårsäng 115, 5825000kr,4rum,"('120', '71')",610m² 
336, 17 maj 2018,Restad 164, 3900000kr,6rum,"('121', '185')",362m² 
337, 17 maj 2018,Staby 260, 5020000kr,3rum,"('153', '36')",1536m² 
338, 16 maj 2018,Lundby 380, 3750000kr,6rum,"('103', '64')",807m² 
339, 16 maj 2018,Plogvägen 170, 3400000kr,2rum,"('128', '')",730m² 
340, 14 maj 2018,Settungsvägen 28, 3500000kr,5rum,"('83', '50')",1930m² 
341, 7 maj 2018,Toftåsen 6, 4250000kr,5rum,"('101', '20')",678m² 
342, 7 maj 2018,Restad 340, 2810000kr,4rum,"('159', '32')",7867m² 
343, 6 maj 2018,Skäggstorp 160, 3570000kr,5rum,"('43', '24')",746m² 
344, 3 maj 2018,Ulvesund 110, 4000000kr,5rum,"('220', '')",635m² 
345, 2 maj 2018,Fridhemsgatan 3, 2500000kr,7rum,"('49', '')",1216m² 
346, 30 april 2018,Ödsmål 360, 6175000kr,5rum,"('195', '')",2915m² 
347, 19 april 2018,Röd 390, 1400000kr,5rum,"('89', '89')",3074m² 
348, 19 april 2018,Gårdskiftegatan 39, 4200000kr,6rum,"('65', '65')",626m² 
349, 6 april 2018,Rådalsvägen 16, 4450000kr,6rum,"('85', '45')",980m² 
350, 30 juni 2020,Staby 490, 3400000kr,5rum,"('90', '')",1547m² 
351, 30 juni 2020,Matskärsvägen 36, 2350000kr,5rum,"('162', '49')",616m² 
352, 29 juni 2020,Smidesvägen 6, 3100000kr,6rum,"('200', '24')",1077m² 
353, 29 juni 2020,Prejelvägen 126, 5300000kr,3rum,"('100', '95')",1125m² 
354, 28 juni 2020,Bräcke 320, 5500000kr,4rum,"('114', '13')",1818m² 
355, 26 juni 2020,Sundviksvägen 46, 4000000kr,4rum,"('115', '90')",266m² 
356, 25 juni 2020,Staby 350, 4400000kr,2rum,"('140', '')",429m² 
357, 25 juni 2020,Berghällsvägen 10, 4670000kr,5rum,"('122', '')",1066m² 
358, 24 juni 2020,Tunge 310, 2650000kr,5rum,"('141', '24')",951m² 
359, 23 juni 2020,Bräcke 108, 4200000kr,5rum,"('74', '')",1355m² 
360, 23 juni 2020,Lingonvägen 23, 5125000kr,5rum,"('155', '100')",1257m² 
361, 18 juni 2020,Skrindvägen 20, 6150000kr,6rum,"('130', '')",2830m² 
362, 18 juni 2020,Hammar 570, 3050000kr,2rum,"('28', '')",851m² 
363, 18 juni 2020,Duvesjön 333, 9600000kr,4rum,"('153', '50')",794m² 
364, 17 juni 2020,Dannemarksgatan 16, 3900000kr,3rum,"('108', '74')",843m² 
365, 17 juni 2020,Byvägen 29, 1350000kr,2rum,"('105', '66')",830m² 
366, 16 juni 2020,Korseberget 180, 4200000kr,6rum,"('123', '25')",2090m² 
367, 15 juni 2020,Lundby 300, 5200000kr,5rum,"('171', '21')",2230m² 
368, 15 juni 2020,Åseby 150, 3840000kr,6rum,"('61', '')",1077m² 
369, 10 juni 2020,Staby 650, 3295000kr,5rum,"('100', '70')",3027m² 
370, 10 juni 2020,Röd 310, 5450000kr,5rum,"('56', '')",846m² 
371, 10 juni 2020,Harkvägen 327, 2100000kr,3rum,"('49', '')",301m² 
372, 9 juni 2020,Dalvägen 6, 5000000kr,3rum,"('95', '60')",7880m² 
373, 9 juni 2020,Årsnäs 300, 2595000kr,5rum,"('122', '')",325m² 
374, 9 juni 2020,Älggatan 17, 2400000kr,6rum,"('148', '56')",911m² 
375, 9 juni 2020,Skårsäng 105, 3860000kr,5rum,"('117', '')",1224m² 
376, 8 juni 2020,Ryr 110, 5050000kr,4rum,"('145', '75')",1417m² 
377, 7 juni 2020,Kungälvsvägen 64, 5850000kr,4rum,"('52', '16')",6662m² 
378, 5 juni 2020,Bremnäs 190, 5650000kr,6rum,"('68', '')",731m² 
379, 5 juni 2020,Prejelvägen 117, 3300000kr,3rum,"('190', '')",488m² 
380, 4 juni 2020,Lievägen 234, 2495000kr,5rum,"('175', '24')",3315m² 
381, 4 juni 2020,Situlagatan 4, 2055000kr,2rum,"('141', '')",1073m² 
382, 4 juni 2020,Djupuddsvägen 2, 5700000kr,3rum,"('129', '')",1123m² 
383, 4 juni 2020,Hallbjörtorp 410, 6150000kr,5rum,"('125', '31')",766m² 
384, 4 juni 2020,Tvetgatan 223, 5450000kr,6rum,"('148', '180')",1216m² 
385, 3 juni 2020,Grönviksvägen 22, 3800000kr,5rum,"('105', '')",1828m² 
386, 3 juni 2020,Kungälvsvägen 37, 3650000kr,7rum,"('151', '')",3712m² 
387, 2 juni 2020,Marielundsvägen 11, 5150000kr,2rum,"('43', '')",1011m² 
388, 28 maj 2020,Harkvägen 347, 3200000kr,5rum,"('126', '')",999m² 
389, 28 maj 2020,Romelandavägen 110, 4500000kr,3rum,"('94', '88')",1176m² 
390, 26 maj 2020,Gråstensvägen 14, 2250000kr,5rum,"('154', '')",1378m² 
391, 26 maj 2020,Klövergången 7, 4500000kr,7rum,"('131', '')",1516m² 
392, 25 maj 2020,Risby 540, 3270000kr,5rum,"('135', '68')",456m² 
393, 23 maj 2020,Rävo 120, 4995000kr,5rum,"('52', '30')",1434m² 
394, 22 maj 2020,Rådmansgatan 21, 4010000kr,4rum,"('137', '5')",853m² 
395, 21 maj 2020,Ametistvägen 12, 6750000kr,5rum,"('85', '17')",1559m² 
396, 20 maj 2020,Lingonvägen 11, 2600000kr,5rum,"('114', '')",596m² 
397, 20 maj 2020,Munkegärdegatan 313, 5900000kr,6rum,"('116', '76')",319m² 
398, 20 maj 2020,Norrmannebo 440, 3200000kr,5rum,"('137', '58')",636m² 
399, 20 maj 2020,Rostock 170, 4300000kr,4rum,"('120', '91')",1268m² 
400, 8 september 2020,Hallbjörtorp 350, 3795000kr,4rum,"('122', '15')",1884m² 
401, 8 september 2020,Harkvägen 337, 5350000kr,6rum,"('106', '')",138m² 
402, 5 september 2020,Mjölnarvägen 3, 2700000kr,4rum,"('138', '')",1741m² 
403, 5 september 2020,Bredsten 300, 5560000kr,4rum,"('135', '')",227m² 
404, 4 september 2020,Stinneröd 130, 4850000kr,4rum,"('172', '')",1074m² 
405, 3 september 2020,Spaghamnsvägen 10, 6040000kr,5rum,"('130', '')",701m² 
406, 3 september 2020,Storskiftegatan 13, 5100000kr,4rum,"('130', '70')",617m² 
407, 3 september 2020,Annex 110, 5050000kr,3rum,"('89', '')",1424m² 
408, 1 september 2020,Lid 170, 3375000kr,5rum,"('166', '')",401m² 
409, 30 augusti 2020,Ryr 450, 6800000kr,5rum,"('126', '')",902m² 
410, 28 augusti 2020,Bergsgatan 10, 3981000kr,5rum,"('125', '37')",1819m² 
411, 27 augusti 2020,Bråta 140, 6145000kr,4rum,"('106', '')",964m² 
412, 27 augusti 2020,Grokareby 210, 4500000kr,5rum,"('94', '96')",918m² 
413, 23 augusti 2020,Hallebäcksvägen 13, 3700000kr,5rum,"('125', '')",742m² 
414, 21 augusti 2020,Diamantvägen 52, 3300000kr,4rum,"('47', '')",309m² 
415, 21 augusti 2020,Ametistvägen 4, 3550000kr,7rum,"('96', '64')",2036m² 
416, 21 augusti 2020,Bollestad 310, 4300000kr,5rum,"('120', '74')",1544m² 
417, 20 augusti 2020,Holm 310, 2725000kr,5rum,"('107', '')",80081m² 
418, 20 augusti 2020,Skårshöjd 9, 2300000kr,6rum,"('123', '24')",534m² 
419, 17 augusti 2020,Myrebackavägen 305, 6530000kr,5rum,"('135', '20')",1889m² 
420, 13 augusti 2020,Gråstensvägen 16, 4250000kr,5rum,"('81', '79')",1468m² 
421, 13 augusti 2020,Ryr 580, 5700000kr,8rum,"('84', '88')",1280m² 
422, 12 augusti 2020,Pölen 120, 4800000kr,4rum,"('130', '40')",145m² 
423, 12 augusti 2020,Halltorpsvägen 11, 3550000kr,3rum,"('131', '')",42350m² 
424, 12 augusti 2020,Duvesjön 351, 3500000kr,6rum,"('137', '')",6235m² 
425, 10 augusti 2020,Kärnavägen 50, 5100000kr,3rum,"('119', '')",885m² 
426, 10 augusti 2020,Idrottsgatan 14, 5410000kr,4rum,"('187', '')",896m² 
427, 5 augusti 2020,Äslingsvägen 10, 3830000kr,5rum,"('165', '20')",2165m² 
428, 4 augusti 2020,Solberg 450, 4100000kr,6rum,"('130', '')",4713m² 
429, 4 augusti 2020,Almvägen 9, 4150000kr,5rum,"('217', '8')",3636m² 
430, 3 augusti 2020,Flateby 525, 12500000kr,5rum,"('86', '51')",1061m² 
431, 31 juli 2020,Korpedalsvägen 9, 3800000kr,6rum,"('78', '')",557m² 
432, 30 juli 2020,Östergårdsgatan 23, 7250000kr,3rum,"('175', '100')",866m² 
433, 28 juli 2020,Åsleröd 130, 2460000kr,4rum,"('35', '5')",6876m² 
434, 27 juli 2020,Rävo 131, 3500000kr,3rum,"('70', '')",2077m² 
435, 25 juli 2020,Situlagatan 4, 6900000kr,6rum,"('113', '50')",988m² 
436, 24 juli 2020,Duvesjön 373, 1475000kr,4rum,"('194', '')",1503m² 
437, 23 juli 2020,Odlingsgatan 78, 1250000kr,6rum,"('156', '')",1504m² 
438, 22 juli 2020,Duvesjön 369, 4875000kr,5rum,"('98', '95')",1381m² 
439, 21 juli 2020,Lagvägen 29, 7300000kr,4rum,"('140', '')",1012m² 
440, 21 juli 2020,Lerskärsvägen 49, 4750000kr,2rum,"('66', '36')",812m² 
441, 21 juli 2020,Sagagatan 6, 4400000kr,4rum,"('112', '')",1119m² 
442, 14 juli 2020,Glose 120, 4150000kr,6rum,"('57', '')",2418m² 
443, 10 juli 2020,Toreby 240, 2970000kr,6rum,"('166', '')",525m² 
444, 10 juli 2020,Tronnum 370, 4500000kr,6rum,"('97', '')",592m² 
445, 9 juli 2020,Ängsgatan 9, 3100000kr,4rum,"('158', '4')",1355m² 
446, 9 juli 2020,Storskiftegatan 35, 4630000kr,6rum,"('138', '75')",5435m² 
447, 3 juli 2020,Lerskärsvägen 36, 3650000kr,4rum,"('107', '13')",803m² 
448, 2 juli 2020,Rörstigen 8, 3650000kr,5rum,"('50', '35')",2814m² 
449, 1 juli 2020,Bäckvägen 2, 4800000kr,5rum,"('128', '')",1317m² 
450, 22 juni 2022,Hagtornsvägen 1, 4800000kr,5rum,"('114', '60')",840m² 
451, 21 juni 2022,Ulvesund 403, 1750000kr,5rum,"('75', '43')",1566m² 
452, 21 juni 2022,Glose 360, 3200000kr,8rum,"('158', '')",3380m² 
453, 21 juni 2022,Skålgropsgatan 16, 7800000kr,4rum,"('129', '10')",636m² 
454, 20 juni 2022,Åsebyberg 870, 4150000kr,4rum,"('154', '')",1604m² 
455, 19 juni 2022,Aspvägen 8, 5250000kr,6rum,"('47', '')",295m² 
456, 17 juni 2022,Hällristningsgatan 12, 5260000kr,4rum,"('180', '48')",384m² 
457, 17 juni 2022,Klockarvägen 4, 6275000kr,6rum,"('120', '35')",1198m² 
458, 16 juni 2022,Duvesjön 304, 3350000kr,6rum,"('140', '')",1376m² 
459, 15 juni 2022,Holm 280, 5600000kr,4rum,"('138', '27')",834m² 
460, 15 juni 2022,Bräcke 220, 4700000kr,4rum,"('149', '9')",713m² 
461, 13 juni 2022,Sundhammarsvägen 790, 7450000kr,5rum,"('130', '')",1133m² 
462, 11 juni 2022,Vävra 433, 6620000kr,6rum,"('192', '128')",768m² 
463, 9 juni 2022,Grepvägen 393, 4900000kr,3rum,"('60', '')",1418m² 
464, 9 juni 2022,Torsbyvägen 50, 5600000kr,5rum,"('115', '78')",1245m² 
465, 8 juni 2022,Dösebacka 150, 8300000kr,3rum,"('101', '')",2407m² 
466, 6 juni 2022,Åsebyberg 855, 5050000kr,7rum,"('189', '')",575m² 
467, 4 juni 2022,Lingonvägen 16, 5150000kr,4rum,"('280', '45')",255m² 
468, 3 juni 2022,Flateby 360, 5700000kr,5rum,"('64', '64')",1156m² 
469, 31 maj 2022,Röd 350, 4700000kr,6rum,"('89', '89')",407m² 
470, 31 maj 2022,Lievägen 237, 7100000kr,4rum,"('165', '36')",1050m² 
471, 29 maj 2022,Häradsvägen 20, 8500000kr,5rum,"('165', '16')",788m² 
472, 27 maj 2022,Truskärsvägen 16, 3500000kr,6rum,"('84', '11')",287m² 
473, 26 maj 2022,Signehög 332, 3895000kr,6rum,"('75', '')",2280m² 
474, 26 maj 2022,Kvarnvägen 28, 6360000kr,4rum,"('129', '2')",249m² 
475, 23 maj 2022,Livelycke 140, 5700000kr,3rum,"('95', '48')",979m² 
476, 22 maj 2022,Skårshöjd 8, 4000000kr,6rum,"('120', '107')",2667m² 
477, 20 maj 2022,Ametistvägen 5, 3800000kr,3rum,"('42', '')",602m² 
478, 17 maj 2022,Prejelvägen 139, 6200000kr,6rum,"('75', '')",560m² 
479, 16 maj 2022,Hermansby 190, 6300000kr,5rum,"('120', '')",561m² 
480, 16 maj 2022,Signehög 150, 4650000kr,4rum,"('135', '')",1720m² 
481, 16 maj 2022,Hamngatan 13, 2400000kr,2rum,"('117', '72')",1180m² 
482, 16 maj 2022,Guddeby 274, 3250000kr,5rum,"('130', '90')",1893m² 
483, 15 maj 2022,Hermansby 224, 4800000kr,5rum,"('107', '')",1565m² 
484, 14 maj 2022,Parkgatan 18, 9500000kr,7rum,"('154', '')",1156m² 
485, 13 maj 2022,Saltskärsvägen 10, 4900000kr,3rum,"('179', '')",1729m² 
486, 12 maj 2022,Risby 480, 6210000kr,5rum,"('124', '')",477m² 
487, 11 maj 2022,Harkvägen 323, 5275000kr,5rum,"('65', '')",4904m² 
488, 9 maj 2022,Grepvägen 385, 5000000kr,6rum,"('120', '')",1600m² 
489, 8 maj 2022,Fridhemsgatan 9, 6900000kr,6rum,"('78', '')",4105m² 
490, 6 maj 2022,Lökebergsvägen 43, 5600000kr,6rum,"('198', '')",381m² 
491, 3 maj 2022,Häljeröd 210, 3300000kr,6rum,"('148', '')",1726m² 
492, 29 april 2022,Vegestorp 210, 5250000kr,3rum,"('101', '49')",1637m² 
493, 28 april 2022,Olvonvägen 27, 3625000kr,5rum,"('95', '')",507m² 
494, 27 april 2022,Storskiftegatan 55, 6275000kr,5rum,"('129', '18')",342m² 
495, 27 april 2022,Almvägen 21, 7000000kr,5rum,"('134', '')",930m² 
496, 27 april 2022,Glose 630, 5550000kr,5rum,"('125', '95')",1143m² 
497, 26 april 2022,Lerlycke 240, 4950000kr,6rum,"('83', '')",1459m² 
498, 25 april 2022,Bergkristallvägen 5, 5000000kr,6rum,"('140', '19')",1087m² 
499, 25 april 2022,Veneröd 640, 5800000kr,3rum,"('130', '')",1272m² 
500, 8 juni 2021,Lundby 502, 3100000kr,4rum,"('176', '')",2888m² 
501, 7 juni 2021,Hällristningsgatan 18, 3550000kr,7rum,"('165', '')",921m² 
502, 4 juni 2021,Hareslättsvägen 8, 6200000kr,6rum,"('126', '')",780m² 
503, 4 juni 2021,Sundviksvägen 39, 4850000kr,6rum,"('96', '90')",604m² 
504, 3 juni 2021,Prejelvägen 109, 5600000kr,6rum,"('140', '')",2488m² 
505, 3 juni 2021,Holm 220, 7400000kr,3rum,"('109', '')",2151m² 
506, 3 juni 2021,Mycklaborgsgatan 3, 4500000kr,3rum,"('140', '40')",1225m² 
507, 3 juni 2021,Bastubäcksvägen 33, 3450000kr,5rum,"('98', '95')",645m² 
508, 2 juni 2021,Ulvebackegatan 20, 5400000kr,4rum,"('122', '')",1527m² 
509, 2 juni 2021,Gårdskiftegatan 67, 4000000kr,5rum,"('115', '')",2663m² 
510, 2 juni 2021,Ryr 240, 4425000kr,6rum,"('130', '130')",1494m² 
511, 2 juni 2021,Svartbrödragatan 6, 4900000kr,4rum,"('45', '')",562m² 
512, 2 juni 2021,Norgårdsvägen 7, 5800000kr,4rum,"('64', '60')",673m² 
513, 28 maj 2021,Hammarberg 860, 4850000kr,5rum,"('159', '55')",3440m² 
514, 28 maj 2021,Korpedalsvägen 9, 2200000kr,6rum,"('160', '')",941m² 
515, 25 maj 2021,Fjellsholmen 58, 1130000kr,5rum,"('178', '')",388m² 
516, 25 maj 2021,Krappvägen 581, 4900000kr,8rum,"('160', '30')",850m² 
517, 25 maj 2021,Knapegården 126, 6500000kr,3rum,"('95', '61')",3364m² 
518, 21 maj 2021,Vallby 110, 7200000kr,3rum,"('64', '')",1690m² 
519, 21 maj 2021,Munkegärdegatan 309, 7200000kr,5rum,"('108', '26')",1610m² 
520, 19 maj 2021,Berghällsvägen 18, 9400000kr,4rum,"('126', '')",682m² 
521, 19 maj 2021,Solskiftegatan 33, 4400000kr,4rum,"('121', '29')",835m² 
522, 19 maj 2021,Solberga 660, 3125000kr,6rum,"('137', '90')",1090m² 
523, 18 maj 2021,Aspvägen 3, 4950000kr,5rum,"('120', '54')",1130m² 
524, 18 maj 2021,Lagvägen 45, 4705000kr,5rum,"('160', '35')",1187m² 
525, 18 maj 2021,Halltorpsvägen 9, 5640000kr,7rum,"('98', '98')",9078m² 
526, 17 maj 2021,Akvamarinvägen 6, 6525000kr,5rum,"('123', '97')",477m² 
527, 17 maj 2021,Arödsvägen 12, 4825000kr,8rum,"('131', '46')",4606m² 
528, 16 maj 2021,Storskiftegatan 67, 3550000kr,4rum,"('57', '')",2174m² 
529, 14 maj 2021,Tegskiftegatan 70, 4125000kr,6rum,"('158', '')",281m² 
530, 12 maj 2021,Oskarsberg 130, 5150000kr,4rum,"('96', '17')",676m² 
531, 11 maj 2021,Jägersberg 340, 6550000kr,6rum,"('135', '44')",447m² 
532, 11 maj 2021,Kristinedalsgatan 5, 1200000kr,4rum,"('126', '9')",432m² 
533, 11 maj 2021,Kyrkeby 290, 5300000kr,5rum,"('70', '')",479907m² 
534, 10 maj 2021,Vallvägen 12, 4150000kr,4rum,"('137', '')",684m² 
535, 10 maj 2021,Ragnhildsgatan 2, 6000000kr,3rum,"('103', '9')",2419m² 
536, 8 maj 2021,Rådalsvägen 25, 5000000kr,4rum,"('188', '30')",1205m² 
537, 7 maj 2021,Prästbol 120, 820000kr,6rum,"('117', '')",766m² 
538, 7 maj 2021,Hällristningsgatan 12, 5700000kr,4rum,"('122', '12')",780m² 
539, 7 maj 2021,Ljungvägen  28, 4650000kr,6rum,"('175', '93')",795m² 
540, 5 maj 2021,Kristinedalsgatan 3, 8800000kr,6rum,"('149', '20')",1071m² 
541, 5 maj 2021,Broberg 120, 6300000kr,6rum,"('208', '49')",1086m² 
542, 5 maj 2021,Hallbjörtorp 490, 5640000kr,5rum,"('85', '')",808m² 
543, 29 april 2021,Häljeröd 400, 10000000kr,4rum,"('196', '30')",1017m² 
544, 29 april 2021,Önneröd 174, 5100000kr,4rum,"('103', '34')",1317m² 
545, 29 april 2021,Grindvakten 2, 6000000kr,6rum,"('185', '')",1498m² 
546, 28 april 2021,Vältvägen 515, 4175000kr,5rum,"('120', '')",431m² 
547, 26 april 2021,Tolleröd 160, 6500000kr,7rum,"('124', '70')",316m² 
548, 25 april 2021,Bokvägen 11, 5000000kr,5rum,"('102', '57')",331m² 
549, 21 april 2021,Hällristningsgatan 22, 6400000kr,5rum,"('43', '')",3842m² 
550, 3 juni 2019,Kuskalundsvägen 5, 3200000kr,5rum,"('48', '')",12135m² 
551, 3 juni 2019,Prästbol 185, 5035000kr,5rum,"('131', '95')",440m² 
552, 3 juni 2019,Munkholmsgatan 5, 3200000kr,3rum,"('121', '')",1221m² 
553, 2 juni 2019,Plommeröd 160, 760000kr,5rum,"('145', '')",773m² 
554, 31 maj 2019,Gunneröd 320, 3100000kr,7rum,"('143', '40')",1664m² 
555, 30 maj 2019,Skrivarevägen 48, 4275000kr,4rum,"('127', '14')",1561m² 
556, 30 maj 2019,Skälebräckeliden 8, 6100000kr,5rum,"('118', '16')",647m² 
557, 29 maj 2019,Ängsgatan 19, 5100000kr,5rum,"('73', '')",2934m² 
558, 28 maj 2019,Kullegatan 10, 4500000kr,5rum,"('166', '47')",1293m² 
559, 28 maj 2019,Nolby 170, 4900000kr,7rum,"('162', '')",780m² 
560, 27 maj 2019,Duvesjön 335, 5050000kr,5rum,"('144', '92')",1883m² 
561, 24 maj 2019,Kulperödsvägen 10, 4135000kr,4rum,"('161', '')",921m² 
562, 21 maj 2019,Häljeröd 300, 2400000kr,5rum,"('170', '58')",1020m² 
563, 17 maj 2019,Stenåldersgatan 52, 4600000kr,4rum,"('96', '70')",2796m² 
564, 17 maj 2019,Rondan 8, 5320000kr,4rum,"('98', '95')",29613m² 
565, 16 maj 2019,Älvliden 2, 5610000kr,4rum,"('100', '24')",701m² 
566, 16 maj 2019,Östergårdsgatan 23, 4700000kr,5rum,"('117', '49')",3580m² 
567, 14 maj 2019,Duvesjön 217, 3300000kr,3rum,"('117', '117')",2819m² 
568, 14 maj 2019,Dotorp 230, 3800000kr,5rum,"('135', '16')",775m² 
569, 13 maj 2019,Munkegärdegatan 251, 3000000kr,4rum,"('146', '30')",1462m² 
570, 13 maj 2019,Duvesjön 232, 3100000kr,5rum,"('137', '67')",1380m² 
571, 12 maj 2019,Onyxvägen 23, 5130000kr,4rum,"('146', '')",560m² 
572, 10 maj 2019,Röd 180, 5140000kr,5rum,"('115', '53')",136m² 
573, 10 maj 2019,Snäckvägen 3, 3300000kr,5rum,"('88', '')",388m² 
574, 9 maj 2019,Tulpanvägen 1, 5750000kr,5rum,"('98', '')",1231m² 
575, 8 maj 2019,Tegskiftegatan 50, 6700000kr,4rum,"('107', '')",2064m² 
576, 6 maj 2019,Gråstensvägen 26, 4510000kr,3rum,"('84', '')",1497m² 
577, 6 maj 2019,Matskärsvägen 104, 8345000kr,4rum,"('85', '')",1181m² 
578, 4 maj 2019,Idrottsgatan 26, 4100000kr,4rum,"('87', '82')",4308m² 
579, 2 maj 2019,Åseby 350, 2600000kr,3rum,"('85', '18')",396m² 
580, 30 april 2019,Röd 130, 3400000kr,5rum,"('150', '')",371m² 
581, 30 april 2019,Skår 170, 4450000kr,4rum,"('89', '89')",1582m² 
582, 29 april 2019,Önneröd 140, 2800000kr,8rum,"('145', '')",600m² 
583, 27 april 2019,Hjälmgatan 1, 3300000kr,9rum,"('121', '')",264m² 
584, 26 april 2019,Prejelvägen 114, 5500000kr,7rum,"('121', '')",1776m² 
585, 24 april 2019,Långåkersgatan 11, 3075000kr,7rum,"('104', '48')",2008m² 
586, 19 april 2019,Torget 10, 4100000kr,6rum,"('112', '17')",759m² 
587, 19 april 2019,Stenåldersgatan 18, 2935000kr,5rum,"('103', '')",1418m² 
588, 19 april 2019,Norrmannebo 680, 4675000kr,6rum,"('75', '20')",1144m² 
589, 18 april 2019,Vråkärrsvägen 8, 3900000kr,7rum,"('129', '')",167m² 
590, 18 april 2019,Väg 14, 5125000kr,4rum,"('117', '50')",1055m² 
591, 17 april 2019,Västerhöjdsvägen 18, 3400000kr,5rum,"('59', '')",626m² 
592, 15 april 2019,Gategården 182, 5325000kr,5rum,"('145', '')",543m² 
593, 15 april 2019,Stenhålt 130, 3950000kr,6rum,"('104', '')",600m² 
594, 14 april 2019,Porten 28, 2800000kr,4rum,"('125', '85')",7383m² 
595, 14 april 2019,Rondan 22, 5400000kr,3rum,"('145', '62')",1205m² 
596, 12 april 2019,Duvesjön 338, 4550000kr,8rum,"('113', '51')",2341m² 
597, 11 april 2019,Åsebyberg 725, 1580000kr,5rum,"('156', '')",5647m² 
598, 11 april 2019,Hasselvägen 4, 3550000kr,7rum,"('203', '55')",345m² 
599, 2 april 2019,Vävra 542, 2995000kr,5rum,"('121', '')",1106m² 
600, 3 december 2014,Björkebacka 118, 4250000kr,4rum,"('175', '14')",405m² 
601, 28 november 2014,Häljeröd 190, 3160000kr,7rum,"('223', '25')",840m² 
602, 21 november 2014,Annex 150, 3275000kr,5rum,"('117', '')",1091m² 
603, 20 november 2014,Granndalen 14, 1150000kr,6rum,"('125', '29')",986m² 
604, 20 november 2014,Gategården 182, 4100000kr,5rum,"('118', '50')",849m² 
605, 17 november 2014,Valtersäng 11, 2750000kr,5rum,"('180', '48')",1076m² 
606, 17 november 2014,Ulvesund 420, 3850000kr,8rum,"('120', '36')",514m² 
607, 16 november 2014,Hallebäcksvägen 2, 5000000kr,4rum,"('64', '42')",1213m² 
608, 16 november 2014,Snäckvägen 11, 3400000kr,6rum,"('178', '109')",568m² 
609, 14 november 2014,Bergkristallvägen 1, 2920000kr,3rum,"('122', '')",856m² 
610, 12 november 2014,Hög 110, 3450000kr,5rum,"('155', '')",1149m² 
611, 12 november 2014,Rishammarvägen 32, 3500000kr,5rum,"('150', '')",996m² 
612, 9 november 2014,Svärdgatan 8, 3030000kr,4rum,"('76', '28')",565m² 
613, 31 oktober 2014,Rörmossevägen 140, 1800000kr,4rum,"('127', '105')",1113m² 
614, 28 oktober 2014,Dotorp 400, 4325000kr,7rum,"('112', '57')",1170m² 
615, 28 oktober 2014,Skomakarevägen 17, 2780000kr,3rum,"('191', '')",1054m² 
616, 23 oktober 2014,Havregången 1, 2940000kr,4rum,"('134', '')",2439m² 
617, 20 oktober 2014,Åldermansvägen 4, 5200000kr,4rum,"('130', '20')",444m² 
618, 15 oktober 2014,Jorsalagatan 1, 2575000kr,8rum,"('169', '')",366m² 
619, 13 oktober 2014,Prästvägen 830, 2225000kr,5rum,"('136', '15')",1136m² 
620, 9 oktober 2014,Länsmansvägen 24, 3150000kr,3rum,"('90', '101')",134m² 
621, 7 oktober 2014,Rättarevägen 11, 3720000kr,6rum,"('110', '110')",297m² 
622, 2 oktober 2014,Västerhöjdsvägen 44, 4520000kr,4rum,"('96', '8')",4202m² 
623, 26 september 2014,Hemvägen 15, 4075000kr,5rum,"('122', '')",847m² 
624, 25 september 2014,Grindvakten 31, 4850000kr,9rum,"('129', '36')",1515m² 
625, 25 september 2014,Skardet 126, 3100000kr,5rum,"('90', '23')",291m² 
626, 25 september 2014,Arntorp 190, 2500000kr,7rum,"('103', '')",1484m² 
627, 15 september 2014,Solskiftegatan 38, 2050000kr,5rum,"('172', '71')",3824m² 
628, 10 september 2014,Torsbyvägen 22, 2900000kr,5rum,"('48', '')",954m² 
